text_preprocessed,Polarity
kadrun otak mampu sok bengkak yogi oplas ratna,Netral
lebih tetep demo kata orang kan usaha terlalu bawa unt gampang jerit buruh sin motor dmn,Netral
ikn nusantara nya kan,Netral
ibukota jakarta kejang,Netral
kalau selesai pokok masalah pahit sj justru,Netral
buat kaya waduk,Netral
maju negara kota iya pindah mau dong ibu sama apa nanya,Netral
dunia paruparu,Netral
bangun iya orang takut mikir oligarki mata jabodetabek fokus pake otak,Netral
demo jalan tuh gedung dpr,Netral
href,Netral
ikn kalimantan jawa,Netral
bangun ikn ibukota iya bakal jakarta proyek pikir baru mau sangat orang mangkrak langsung nama pasti bilang lama iq buzzer walaupun hahaha,Netral
uu dpr kapan choiri tangan rubah,Netral
semua modular,Netral
rencana wkwk kok jadi perintah baru mau banyak tolak orang lah kaya mimpi yah lawan lawak apa mana suara koar mampu tuhan balik kaga sadar tangan ngelawan haaa sampean ngatur,Netral
kolom semua komentar,Netral
jangan bukan sama anies baswedan dulu sendiri kelompok suka guru nyuruh fanatik,Netral
proyek jangka tahun bro panjang aziz,Netral
jakarta tanah tahun guna bener air nah per gila akibat level,Netral
kalau biar pakai batu amerika josss bom ornamen musuh ontokusumo,Netral
ikn moga perintah anggar kontraktor perlu sebentar bayar si atur ubah beban anggap,Netral
bangun jangan jadi nya terus datang aman biar pake lupa cepet hujan kardus sja waw pawang,Netral
anak bangsa tahun karya merdeka,Netral
dunia ibukota jadi mau,Netral
,Netral
lanjut moga presiden bukan,Netral
ikn iya siapa,Netral
,Netral
susah bang orang tau emang tua,Netral
proyek amp semua pupr,Netral
buat kota pribumi ibu tempat emang asing niat wrga,Netral
berapa emang gaji papapapa gan,Netral
iya tempat gedung dmn parlemen,Netral
bangun ikn buat rakyat bukan perintah henti dar baru ganti tau korupsi masalah satu apa ingat visi misi jikalau,Netral
iya bang manfaat tahu bobot kagak gin bodo males ngurusin obrol,Netral
kerja jangan numpuk,Netral
allah istana baru cebong bikin nama islam protes hukum nyebut,Netral
lebih moga tenaga kerja awal tka tki,Netral
indonesia moga bapak presiden aamiin anies baswedan,Netral
selalu kadrun bagi mau hidup cebong bikin mati arti tahap segan maaf,Netral
bapak kasih nya dong satu project,Netral
,Netral
nya urus wilayah terlalu luas,Netral
aamiin yra,Netral
bangun ikn allah cerita proyek makin kalau nya ri anies baswedan progres cepat bengkalai insyaa,Netral
,Netral
demo jalan tuh gedung dpr,Netral
haha,Netral
bangun iya jalan tuju tol bandara kapan,Netral
lanjut jadi semua kalimantan punya orang jawa habis next sulawesi papua tunduk,Netral
depan hutan bakal jadi yakin lihat nya tahun deh gedung hijau ubah gunung toko rimbun,Netral
,Netral
bangun ikn indonesia presiden an besar makin kalau habis laku invasi konoha tambah pas pein patung wajah tuhh,Netral
ikn moga jadi raja guna jabat rasa lama contoh mobil esemka malaysia kendara tni produk dinas proton,Netral
sana jadi lihat siapa duduk ras mayoritas,Netral
ikn bang bangun kuli info loker,Netral
negara buat kerja duit kok dong punya makan sarana disiapin males,Netral
ikn indonesia kontruksi jalan punya yah ska nganggur barat ko skt pinter,Netral
bangun jalan oligarki mana pupuk carter ama,Netral
bangun indonesia semua ibadah rumah bro kau resmi,Netral
lanjut jadi semua kalimantan punya orang jawa habis next sulawesi papua tunduk,Netral
sangat cepat,Netral
anak tinggal iya cucu pindah tanah besok bau kakek,Netral
lebih moga tenaga kerja awal tka tki,Netral
nya mau dong bang,Netral
ikn kerja mau sekali,Netral
kaltim kawasan bukit,Netral
,Netral
iya jalan harus pertama listrik air sistem saran drainase,Netral
jadi pindah ken,Netral
lebih tetep demo kata orang kan usaha terlalu bawa unt gampang jerit buruh sin motor dmn,Netral
sana banyak china tka yah,Netral
salam bapak semua waktu warga timur hadir sampit,Netral
bapak gereja jenis kuil,Netral
,Netral
aamiin yra,Netral
bangun tempat ibadah masjid agama nah,Netral
jadi baca viva tonton suruh,Netral
maju presiden bagi kalau ngotot kan sendiri dukung kali bahkan periode malah bilang ken partai marah ketua puan tegas oposisi beliau,Netral
ikn kerja jadi bagaimana cara,Netral
ikn iya siapa,Netral
bom nasi bungkus,Netral
ikn kerja mohon jawa barat lowong,Netral
pribumi lihat banyak datang jauh nama noh wkwkwkk,Netral
bumn sekali,Netral
jadi jakarta lihat libat dalam jahat newyorkkartel rebut,Netral
aamiin,Netral
lebih awal makin anggar kalau banding lihat tahun lalu sangat akhir turun jauh bro kecil defisit lama bawah desain jelas apbn bicara kemudian revisi,Netral
moga anak cucu quot bilang,Netral
masjid hnya,Netral
href,Netral
aamiin,Netral
bapak nya tempat kopi buka apa warung goreng bantu,Netral
presiden jadi lah ikut enak,Netral
bangun negara istana terlalu rahasia sebaikanya,Netral
bangun ikn buat rakyat bukan perintah henti dar baru ganti tau korupsi masalah satu apa ingat visi misi jikalau,Netral
bangun buat lalu orang bagaimana asing ibukota jadi mau,Netral
alhamdulillah ikn kerja,Netral
iya sangat cepet,Netral
tanya,Netral
ibukota jadi ikn mau,Netral
bangun jadi anies baswedan sendiri guru nguli,Netral
semangat kerja kasih nya jalan pakai deh harus kanan kiri tol sih jalur saran seger,Netral
